Accession Number	Subject	Title	Author	Scribe	Date of the work	Date of the Ms.	Place of the work	Place of the Ms.	Size	Extent	Language	Script	Remarks	Observations
SDPB0001	Dharmashastra	भगवन्तभास्कर (समयमयूख)	नीलकण्ठ भट्ट		A.D. 1640 circa				11.8"x5"	89	Sanskrit	Devanagari	Folio no. 53 and 66 are missing.	
SDPB0002	Dharmashastra	भगवन्तभास्कर (नीतिमयूख)	नीलकण्ठ भट्ट		A.D. 1640 circa				10.2"x4.8"	56	Sanskrit	Devanagari	Complete.	
SDPB0003	Dharmashastra	भगवन्तभास्कर (दानमयूख)	नीलकण्ठ भट्ट		A.D. 1640 circa				11.6"x5"	141	Sanskrit	Devanagari	Folio 3 is missing. Folio no. 126 are two, and 127 is missing. Obviously second 126 is really 127.	
SDPB0004	Dharmashastra	भगवन्तभास्कर (शान्तिमयूख)	नीलकण्ठ भट्ट		A.D. 1640 circa				11.3"x5.3"	86	Sanskrit	Devanagari	Folios 34 to 41 are missing. The manuscript is revised by one भास्कर in V.S. 1722	Renamed as भगवन्तभास्कर (शान्तिमयूख)?
SDPB0005	Dharmashastra	भगवन्तभास्कर (आचारमयूख)	नीलकण्ठ भट्ट	रामजित् s/o श्रीकृष्ण	A.D. 1640 circa	V.S. 1737			10.7"x5"	81+2 of contents	Sanskrit	Devanagari	Complete.	
SDPB0006	Dharmashastra	भगवन्तभास्कर (प्रायश्चित्तमयूख)	नीलकण्ठ भट्ट		A.D. 1640 circa				12.5"x5.5"	106+4 of contents	Sanskrit	Devanagari	Folio no. 48 is missing.	
SDPB0007	Dharmashastra	भगवन्तभास्कर (उत्सर्गमयूख)	नीलकण्ठ भट्ट		A.D. 1640 circa				11.5"x5"	14	Sanskrit	Devanagari	Complete.	
SDPB0008	Dharmashastra	भगवन्तभास्कर (श्राद्धमयूख)	नीलकण्ठ भट्ट		A.D. 1640 circa				11.3"x5.3"	113	Sanskrit	Devanagari	Complete.	
SDPB0009	Dharmashastra	संस्कारमयूख	सिद्धेश्वर		V.S. 1726				11.5:x5.1"	113	Sanskrit	Devanagari	Complete.	
SDPB0010	Dharmashastra	भगवन्तभास्कर (शुद्धिमयूख)	नीलकण्ठ भट्ट		A.D. 1640 circa				11"x5.3"	27	Sanskrit	Devanagari	Complete.	
SDPB0011	Dharmashastra	भगवन्तभास्कर (अनुक्रमणिका)	नीलकण्ठ भट्ट		A.D. 1640 circa				11.5"x5"	53	Sanskrit	Devanagari	Incomplete. Folio 47 and some folios have torn edges; slightly damaging the text.	
SDPB0012	Dharmashastra	कृत्यरत्नावली	रामचन्द्र तत्सत् भट्ट		A.D 1648				11.2"x5.2"	67	Sanskrit	Devanagari	Complete.	
SDPB0013A	Katha	पञ्चडण्डनी कथा				(V.S.?) 1556			9.2"X5.4"	48	Gujarati	Gujarati		
SDPB0013B	Kavya	अनीति चोवीशी	सुरदास			(V.S.?) 1556			9.2"X5.4"	5	Gujarati	Gujarati		
SDPB0013C	Stavana	आदीश्वरनुं स्तवन				(V.S.?) 1556			9.2"X5.4"	3	Gujarati	Gujarati		
SDPB0013D	Purana	श्रीमद्भगवद्गीता								95	Sanskrit	Devanagari	Incomplete. Folios 1-56 are missing. Begins abruptly. Folios 58,66,69,73,77,79,82,86 and 95 have pictures.	Physical size examination pending.
SDPB0013E	Purana	वेदानुस्मृति								46	Sanskrit	Devanagari	Complete. Folios 1,  34, 46 have pictures. It is taken from शौनकशतानीकसंवाद from विष्णुधर्मोत्तरपुराण.	Physical size examination pending.
SDPB0013F	Purana	गजेन्द्रमोक्ष								20	Sanskrit	Devanagari	Complete. Folio 20 has picture.	Physical size examination pending.
SDPB0014	Stotra	शिवहसस्रनाम (रुद्रयामलतन्त्र)							5"x2.6"	36	Sanskrit	Devanagari	Folios 27 and 28 are missing.	
SDPB0015	Purana	श्रीनगरकथा		सखाराम s/o नाहना वैष्णव					5.8"x3.2"	148	Sanskrit	Devanagari	श्रीनगरकथा from ब्रह्माण्डपुराण.	
SDPB0016	Tantra	द्रव्यशोधन		भट्ट देवराम		V.S. 1836		लाङ्गुलपुर	5.8"x3.9"	8	Sanskrit	Devanagari	The manuscript was copied for गुसांइ जीवनभारथी.	
SDPB0017	Tantra	नवऋचा (सुन्दरीतर्पण)		भट्ट देवराम		V.S. 1836		लाङ्गुलपुर	5.8"x3.5"	13	Sanskrit	Devanagari	The manuscript was copied in the reign of गजसिंह for गुसांइ जीवनभारथी.	
SDPB0018	Dharmashastra	व्रतार्क	शङ्कर भट्ट						11.1"x4.8"	115	Sanskrit	Devanagari	Folios 27-28, 33-41, 73-76, 96-99 are missing. Text damaged on folios 1-12, 23, 56-61. Ends abruptly.	
SDPB0019	Dharmashastra	व्रतार्क	शङ्कर भट्ट						10.9"x4.9"	22	Sanskrit	Devanagari	Begins and ends abruptly.	
SDPB0020	Dharmashastra	व्रतार्क	शङ्कर भट्ट						11.1"x4.9"	17	Sanskrit	Devanagari	Begins and ends abruptly.	
SDPB0021	Dharmashastra	व्रतार्क	शङ्कर भट्ट						11.1"x4.9"	128	Sanskrit	Devanagari	Begins abruptly. Pagination is not exact.	
SDPB0022	Ritual	जलाशयोत्सर्ग	कमलाकर भट्ट						11.3"x4.1"	15	Sanskrit	Devanagari	Complete.	
SDPB0023	Ritual	घटाद्युद्यापनप्रयोग							11.3"x4.2"	6	Sanskrit	Devanagari	The beginning and the end look abrupt.	
SDPB0024	Ritual	एकादशी उद्यापनम्							11.3"x4.9"	9	Sanskrit	Devanagari	Complete.	
SDPB0025	Ritual	वास्तुहवन							10.9"x4.9"	8	Sanskrit	Devanagari	Seems complete.	
SDPB0026	Ritual	शूद्राणां वास्तुशान्तिः							11"X5"	4	Sanskrit	Devanagari	Seems complete.	
SDPB0027	Ritual	द्वादशाब्दोत्तरं सुहृदवलोकनविधि		रमाशङ्कर				अहमदाबाद	11"x5.1"	1	Sanskrit	Devanagari	Complete.	
SDPB0028	Ritual	आचार्यचन्द्रिकाभिधाना सर्वदेवप्रतिष्ठापद्धति	त्रिविक्रमसूरि s/o रघुसूरि	गणपतिनारायण		V.S. 1872			11"x4.9"	140	Sanskrit	Devanagari	Complete.	Slip mentions विक्रमसूरि instead of त्रिविक्रमसूरि.
SDPB0029	Dharmashastra	धर्मतत्त्वकमलाकर (पूर्तकमलाकर)	कमलाकर भट्ट	रामचन्द्र		V.S. 1814, shaka 1680			11.2"x5"	87	Sanskrit	Devanagari	Complete.	
SDPB0030	Dharmashastra	शूद्रधर्मतत्त्व	कमलाकर भट्ट	सुमित्रातनूज			shaka 1581		11.2"x5"	119	Sanskrit	Devanagari	Folios 84 and 85 are missing.	
SDPB0031	Dharmashastra	प्रासादरिवोद्यचरप्रतिष्ठापद्धति (?)	शङ्कर भट्ट s/o नारायण भट्ट						9.5"x4.9", 8.4"x4.5" in last folio	10	Sanskrit	Devanagari	folio 1 is missing.	Title name is not very clear, even in manuscript colophon.
SDPB0032	Dharmashastra	शिवलिङ्गविष्णुदुर्गासूर्यगणेशादिमूर्तिप्रतिष्ठाविधि							9.6"x4.4"	8	Sanskrit	Devanagari	Incomplete. Ends abruptly.	
SDPB0033	Tantra Ritual	मङ्गलव्रतोद्यापन		रमाशङ्कर		V.S. 1863		अहमदाबाद	11.1"x5.3"	12	Sanskrit	Devanagari	Complete.	
SDPB0034	Architecture	कुण्डकल्पलता	ढुण्ढिराज s/o पुरुषोत्तमराज	दयाराम व्यास		V.S. 1852			9.8"x4.9"	124	Sanskrit	Devanagari	Folios 1, 102, 103, 104 are missing.	
SDPB0035	Dharmashastra	तीर्थधर्मप्रकरण (त्रिस्थलीसेतु सामान्यप्रघट्टक)	नारायण भट्ट			V.S. 1745		काशीक्षेत्र	10.9"x4.8"	69	Sanskrit	Devanagari	Complete. The work is a part of bigger work named त्रिस्थलीसेतु.	
SDPB0036	Dharmashastra	आतुरसन्न्यासविधि							11.1"x5.3"	2	Sanskrit	Devanagari	Complete. The work is according to आङ्गिरस school.	
SDPB0037	Architecture	वेदिनिर्माण							11"x5.2"	4	Sanskrit	Devanagari	Unfinished.	
SDPB0038	Tantra Ritual	मङ्गलयन्त्र							14"x8"	1	Sanskrit	Devanagari	Complete in itself. 1 folio torn in 2 parts.  Bears the words मङ्गलनो जन्त्र.	
SDPB0039	Tantra Ritual	यन्त्र							10.8"x10.6"	1	Sanskrit	Devanagari	Complete in itself.	
SDPB0040	Tantra Ritual	नवार्णन्यासविधिप्रयोग	कमलाकर भट्ट						10.9"x4.9"	3	Sanskrit	Devanagari	Slip is not properly scanned. Recheck with physical copy.	
SDPB0041	Jyotisha	ज्योतिषग्रन्थ							11"x5.5"	5	Sanskrit	Devanagari	Seems incomplete.	
SDPB0042	Dharmashastra	दाहधर्मग्रन्थ	नारद						9.7"x4.6"	1	Sanskrit	Devanagari	Complete by itself.	
SDPB0043	Stotra	महागणपतिस्तवराज							10.9"x5.1	2	Sanskrit	Devanagari	Mostly complete.	
SDPB0044	Dharmashastra	कूर्मलक्षण		माघव याज्ञिक		V.S. 1482			11"x5.3"	36	Sanskrit	Devanagari	Complete. A स्मार्त ritual.	
SDPB0045	(Tantric?) Ritual	अर्जुनपारिजात	रामचन्द्र						9.3"x4.2"	19	Sanskrit	Devanagari	Complete.	
SDPB0046	Kavya	कुमारसम्भव वत्सटीकासहित	कालिदास, वत्स						11.2"x4.2"	130	Sanskrit	Devanagari	Complete upto seven cantos.	
SDPB0047	Grammar	महाभाष्य (प्रदीपप्रदीपोद्योतसहित)	पतञ्जलि (कैयट, नागोजी भट्ट)				शृङ्गवेरपुर		17.5"x6.2"	131	Sanskrit	Devanagari	Incomplete. Breaks off after the आह्निक 4 of I.	
SDPB0048	Tantra Ritual	त्रिपुरसुन्दरीपूजा							7.6"x4.8"	22	Sanskrit	Devanagari	Folios 1 and 2 missing. Begins and ends abruptly.	
SDPB0049	Tantra Ritual	देवीपूजा		वेङ्कटेश		क्रोधने वत्सरे (?)			9.3"x4.3"	12	Sanskrit	Devanagari	First 3 folios are missing. Begins abruptly.	
SDPB0050	Tantra Ritual	आपदुद्धारमन्त्र							7.9"x4.6"	4	Sanskrit	Devanagari	Complete. A मन्त्र related to बटुकभैरव.	
SDPB0051	Tantra Ritual	बटुकभैरवकवच		ईश्वरजी		V.S. 1799			8.5"x4.6"	2	Sanskrit	Devanagari	Complete.	
SDPB0052	Tantra Ritual	बटुकभैरवकवच							8.1"x4.5"	1	Sanskrit	Devanagari	Ends abruptly.	
SDPB0053	Tantra Ritual	पुरश्चरणविधि		इच्छाराम		V.S. 1804			7.5"x4.5"	9	Sanskrit	Devanagari	Complete.	
SDPB0054	Tantra Ritual	सुन्दर्युपनिषत्				V.S. 1695			8.5"x4.4"	15	Sanskrit	Devanagari	Complete.	
SDPB0055	Tantra Ritual	वनदुर्गोपनिषत्							8.3"x4.5"	18	Sanskrit	Devanagari	Complete.	
SDPB0056	Tantra Ritual	केशवादिमातृकान्यास							7.7"x4.5"	2	Sanskrit	Devanagari	Complete.	
SDPB0057	Tantra Ritual	गायत्रीयन्त्रस्थापना		नाथजिक पण्डा		V.S. 1732			7.5"x4.6"	3	Sanskrit	Devanagari	Complete.	Slip mentions गायत्रीस्थापना. Ms. Has गायत्रीयन्त्रस्थापनानो मन्त्र लिख्यते ।
SDPB0058	Tantra Ritual	चण्डिकाहृदय							5.6"x3"	5	Sanskrit	Devanagari	Complete.	
SDPB0059	Tantra Ritual	महामृत्युञ्जयजप		शिवदेव		V.S. 1857			7.2"x4.2"	3	Sanskrit	Devanagari	Complete.	
SDPB0060	Purana Ritual	अथर्वशीर्ष							5.5"x5"	5	Sanskrit	Devanagari	Complete.	
SDPB0061	Tantra Ritual	सप्तशतीमन्त्र, नवार्णवमन्त्र	गोविन्द				काशी		7.2"x4.2"	12	Sanskrit	Devanagari	Complete.	
SDPB0062	Dharmashastra	सपिण्डीकरणविधि							7.7"x3"	61	Sanskrit	Devanagari	Incomplete. Folios 1, 2, 3, 4, 9, 55 and 58 are missing.	
SDPB0063	Stotra	विष्णुपञ्जरस्तोत्र							7.7"x3.4"	2	Sanskrit	Devanagari	Complete.	
SDPB0064	Stotra	गणपतिस्तोत्र, जप							6.5"x4"	2	Sanskrit	Devanagari	Complete.	
SDPB0065	Tantra Ritual	राजराजेश्वरीत्रिपुरसुन्दरीस्तोत्र							6"x5"	8	Sanskrit	Devanagari	It seems that it ends ebruptly.	
SDPB0066	Tantra Ritual	बालात्रिपुरपद्धति								9	Sanskrit	Devanagari	Seems complete.	Slip is absent. There is no colophon. So, author, scribe etc. Can not be identified. Only size needs to be verified from original manuscript.
SDPB0067	Tantra Ritual	द्क्षिणामूर्तिमन्त्रविधि (तन्त्रसार)							7.8"x4.2"	2	Sanskrit	Devanagari	Complete.	
SDPB0068	Tantra Ritual	विद्यामालिमन्त्र							8.7"c3.8"	2	Sanskrit	Devanagari	Complete.	
SDPB0069	Stotra	त्रिपुरसुन्दरीमहिम्नस्तोत्र	दुर्वसस्			V.S. 1745			9.2"x4.2"	5	Sanskrit	Devanagari	Complete. A stotra of a tantric deity.	
SDPB0070	Tantra Ritual	मकरन्दस्तवराज (रुद्रयामल)							8.5"x3.5"	5	Sanskrit	Devanagari	Complete.	
SDPB0071	Tantra Ritual	भैरवाष्टक (भैरवस्तोत्र)				V.S. 1762			8.2"x3.4"	2	Sanskrit	Devanagari	Complete.	
SDPB0072	Tantra	नामपारायण				V.S. 1745			9.2"x4.2"	3	Sanskrit	Devanagari	Complete.	
SDPB0073	Tantra	मन्त्रपारायण		योगिन् भट्ट		V.S. 1743			9.2"x4.2"	2	Sanskrit	Devanagari	Complete.	
SDPB0074	Tantra Ritual	त्रिपुरसुन्दर्याः प्रातःकृत्यविधि							8.5"x3.9"	9	Sanskrit	Devanagari	Incomplete. Ends abruptly.	
SDPB0075	Tantra	गोपालसहस्रनामस्तोत्र		रामचन्द्र		V.S. 1827			8.2"x4.2"	10	Sanskrit	Devanagari	Incomplete. Folio 1 is missing. Begins abruptly.	
SDPB0076	Tantra	गुरुकवचस्तोत्रमन्त्र							7.5:x4.1"	7	Sanskrit	Devanagari	Complete.	
SDPB0077	Tantra	हनुमत्पद्धति, हनुमत्स्तोत्र		माहावजी		V.S. 1592			9"x4"	12	Sanskrit	Devanagari	Complete.	
SDPB0078	Lexicography	मातृकानिघण्टु	महीदास			V.S. 1804		सुरत	7.8"x4.7"	6	Sanskrit	Devanagari	Complete.	Author name changed from महिदास to महीदास.
SDPB0079	Tantra	महात्रिपुरसुन्दरीमन्त्र							9"x4.1"	1	Sanskrit	Devanagari	Complete.	
SDPB0080	Tantra	पञ्चमीस्तवराजस्तोत्र							5.2"x3"	26	Sanskrit	Devanagari	Complete.	Slip not scanned. The work seems complete, but without any colophon.
SDPB0081A	Stotra	दुर्वासामहिम्न	दुर्वासस्						5.4"x3"	78	Sanskrit	Devanagari	Complete. Bound in a book form.	There is only one work SDPB0081. But as one work is of Stotra and other is of Dharmashastra category, it is separated out in two entries in the catalogue.
SDPB0081B	Dharmashastra	शूद्राणां स्नानतर्पणविधि,  शूद्राणां श्राद्धविधि	कमलाकर भट्ट						5.4"x3"	42	Sanskrit	Devanagari	Complete. Bound in a book form.	There is only one work SDPB0081. But as one work is of Stotra and other is of Dharmashastra, it is separated out in two entries in the catalogue.
SDPB0082	Tantra	पञ्चमीस्तवराज	वामेश्वर	सदाशिव		V.S. 1745			7.7"x4.5"	13	Sanskrit	Devanagari	Complete.	
SDPB0083	Stotra	परशिवमहिम्नस्तोत्र	दुर्वासस्						6.5"x4.8"	38	Sanskrit	Devanagari	Complete.	
SDPB0084	Tantra	त्रिपुरसुन्दरीमहिम्नस्तव	दुर्वासस्			V.S. 1815			6.4"x3.5"	20	Sanskrit	Devanagari	Complete.	
SDPB0085	Tantra	त्रिपुरसुन्दरीध्यान							6.5"x3.5"	7	Sanskrit	Devanagari	Complete.	
SDPB0086	Purana	देवीशतत्रयोपदेशनम्		पण्ड्या धिरल(?)		V.S. 1747, shaka 1813			9.8"x4.5"	9	Sanskrit	Devanagari	Complete. From ब्रह्माण्डपुराण.	Name of scribe can not be ascertained even from commentary, because it is too blurred.
SDPB0087	Purana	देवीरहस्यसहस्रनाम		दीनकरुणाशङ्कर दीक्षित		V.S. 1808			10.5"x4.7"	20	Sanskrit	Devanagari	Complete. From ब्रह्माण्डपुराण.	
SDPB0088	Grammar	शब्दकौस्तुभ	भट्टोजी दीक्षित						10.5"x4.9"	124	Sanskrit	Devanagari	Incomplete. Ends abruptly.	
SDPB0089	Grammar	भावप्रकाशिका	वैद्यनाथ पायगुण्डे						11"x4.8"	175	Sanskrit	Devanagari	Incomplete. Ends abruptly.	
SDPB0090	Grammar	भावप्रकाश (भावप्रकाशिका?)							11"x4.8"	77+7+14+9+56+7=171	Sanskrit	Devanagari	Incomplete. Folio no. 42 missing. Begins and ends abruptly.	The slip is blurred. Check manuscript physically. Remarks needs revision. Not readable currently.
SDPB0091	Grammar	भावप्रकाश (भावप्रकाशिका?)							11"x4.8"	63	Sanskrit	Devanagari	Incomplete. Begins and ends abruptly.	
SDPB0092	Vedic Literature	ऋक्संहितास्वस्त्ययन				V.S. 1780			9"x5"	13	Sanskrit	Devanagari	Very much damaged.	
SDPB0093	Dharmashastra	याज्ञवल्क्यस्मृति मिताक्षरासहिता (आचाराध्याय)	याज्ञवल्क्य, विज्ञानेश्वर						11"x5"	70	Sanskrit	Devanagari	Complete.	
SDPB0094	Dharmashastra	याज्ञवल्क्यस्मृति मिताक्षरासहिता (व्यवहाराध्याय)	याज्ञवल्क्य, विज्ञानेश्वर			V.S. 1867			11"x5"	166	Sanskrit	Devanagari	Complete.	
SDPB0095	Dharmashastra	याज्ञवल्क्यस्मृति मिताक्षरासहिता (प्रायश्चित्ताध्याय)	याज्ञवल्क्य, विज्ञानेश्वर						11"x5"	186	Sanskrit	Devanagari	Complete.	
SDPB0096	Dharmashastra	a. ऊर्ध्वपुण्ड्रनिर्णयवाद, b. तुलसीमालाधारणवाद, c. शङ्खचक्रधारणवाद	पुरुषोत्तम						10"x4.6"	25	Sanskrit	Devanagari	Complete After folio 16, the ?? Foll are ?? 27,28 and 29 ?? End of 17, 18 and 19 of  ?? ?? No. 20 ?? So on regular numbers follow.	Very bad handwriting. Need to check physical book for better reading of remarks. It seems that this is wrongly marked as Vedanta. The work seems to be a Dharmashastra work.
SDPB0097	Dharmashastra	निबन्धसर्वस्व (२ अध्याय, व्यवहार)							9.7"x5"	22	Sanskrit	Devanagari	Complete.	
SDPB0098	Dharmashastra	धर्मशास्त्रग्रन्थ							9.5"x4.6"	29	Sanskrit	Devanagari	Seems complete. Mentions शातातप, व्यास, बृहस्पति, अङ्गिरस्, यम.	
SDPB0099	Dharmashastra	मनुस्मृति	मनु			V.S. 1697			10"x4.3"	166	Sanskrit	Devanagari	folios 11-23, 159, 162 are missing.	
SDPB0100	Dharmashastra	द्त्तकमीमांसा	नन्द पण्डित			V.S. 1863			9.7"x4.2"	36	Sanskrit	Devanagari	Complete.	
SDPB0101	Dharmashastra	असपिण्डासगोत्रपुत्रपरिग्रहपरीक्षा		रामदत्त					9.6"x4.7"	16	Sanskrit	Devanagari	Complete.	
SDPB0102	Rhetorics	कुवलयानन्द	अप्पय्य दीक्षित			shaka 1763-1764			13.2"x4.5"	68	Sanskrit	Devanagari	Complete. Index and errata are given before the text.	
SDPB0103	Jyotisha	मुहूर्तमार्तण्ड मार्तण्डवल्लभसहित	नारायण		shaka 1494	shaka 1779			11.8"x4.1"	116	Sanskrit	Devanagari	Complete. Commentary is by the author himself. Work seems stone printed.	
SDPB0104	Champukavya	चम्पूभारत	अनन्त भट्ट			shaka 1773-1774			12.2"x4.2"	116	Sanskrit	Devanagari	Complete. The manuscript is stone printed.	
SDPB0105	Champukavya	चम्पूरामायण	विदर्भराज, लक्ष्मणकवि			shaka 1173-1774			12.2"x4"	74	Sanskrit	Devanagari	Complete upto six काण्ड. Stone printed.	
SDPB0106	Champukavya	विश्वगुणादर्श	व्यङ्कटाध्वरिन्	अनन्ततनय		shaka 1774		मुम्बई	12.2"x4.2"	50+2	Sanskrit	Devanagari	Complete. Printed in Bombay.	
SDPB0107	Purana	सप्तशतीस्तोत्र (मार्कण्डेयपुराण)	मार्कण्डेय, नागोजी भट्ट, शङ्कर	देवलकर		V.S. 1783		मुम्बई	12.3"x4.9"	62	Sanskrit	Devanagari	Complete.	
SDPB0108	Dharmashastra	प्रयोगरत्न	नारायण भट्ट	विष्णु		shaka 1781	काशी		12.4"x5"	103	Sanskrit	Devanagari	Complete. Stone printed.	
SDPB0109	Dharmashastra	मुहूर्चचिन्तामणि प्रमिताक्षरासहित	राम दैवज्ञ	देवलकर	shaka 1522	shaka 1987, V.S. 1916	काशी	मुम्बई	12.4"x4.9"	177	Sanskrit	Devanagari	Complete. Folios 42-43 missing.  Stone printed. The manuscript on basis of which stone printing happenned is written in shaka 1782.	
SDPB0110	Rhetorics	अलङ्कारचन्द्रिका	वैद्यनाथ						11.2"x5"	140	Sanskrit	Devanagari	Commentary on कुवलयानन्द.	
SDPB0111	Veda	यजुर्वेद चतुर्थाष्टक		रामकृष्ण		shaka 1595		अयुध्यदेवपुर	13"x5.3"	13+1	Sanskrit	Devanagari	Complete.	
SDPB0112	Jyotisha	शीघ्रबोध	काशिनाथ	देवलकर		shaka 1781		मुम्बई	12.6"x4.9"	30	Sanskrit	Devanagari	Complete. Stone printed.	
SDPB0113	Prosody	वृत्तरत्नाकर	केदार						9"x5"	9	Sanskrit	Devanagari	Complete.	
SDPB0114	Prosody	वृत्तरत्नाकरटीका	श्रीकण्ठ						9"x3"	11	Sanskrit	Devanagari	Complete.	
SDPB0115	Grammar	मैधरिसमाख्या व्याख्या	अनुभूतिस्वरूपाचार्य						9.1"x4.1"	35	Sanskrit	Devanagari	Complete.	
SDPB0116	Nataka	महानाटक	हनुमत्						10"x4.5"	69	Sanskrit	Devanagari	Folios 52, 53 and 54 are missing.	
SDPB0117	Rhetorics	कुवलयानन्द	अप्पय्य दीक्षित	जयकान्त		shaka 1825		वाराणसी	9.7"x4.3"	68	Sanskrit	Devanagari	Complete.	In slip, scribe is wrongly identified as author.
SDPB0118	Rhetorics	अर्थालङ्कारलक्षलक्षणसङ्ग्रह	अप्पय्य दीक्षित	जेशङ्कर					8"x4.3"	13	Sanskrit	Devanagari	Complete.	
SDPB0119	Rhetorics	काव्यप्रकाशादर्श	महेश्वर						11.4"x4.5"	160	Sanskrit	Devanagari	Incomplete. Begins abruptly. Folio 1 is missing.	
SDPB0120	Kavya	मेघदूत सटीक	कालिदास						10.5"x4.1"	91	Sanskrit	Devanagari	Incomplete. Folios 23 and 26 missing. Ends abruptly.  ??	Last line of Remarks not readable. Check with physical copy.
SDPB0121	Vedic Ritual	श्रौतविधिग्रन्थ							9.3"x5.6"	27	Sanskrit	Devanagari	Complete. A श्रौत ritual.	
SDPB0122	Vedic Literature	विश्वदेव		देवकृष्ण शिवराम दवे		V.S. 1764			9.2"x5.3"	2	Sanskrit	Devanagari	Complete.	
SDPB0123	Dharmashastra	वास्तुकर्म							9.3"x5.3"	7	Sanskrit	Devanagari	Complete.	
SDPB0124	Dharmashastra	कर्मसमुच्चय		देवकृष्ण					9.8"x4.8"	49	Sanskrit	Devanagari	Complete.	
SDPB0125	Dharmashastra	कर्मसमुच्चय				V.S. 1766			9.5"x4.4"	85	Sanskrit	Devanagari	Incomplete. Folios 58 to 61 missing. See manuscript no. 124.	
SDPB0126	Dharmashastra	नवग्रहमखप्रयोग, विनायकशान्तिपद्धति				V.S. 1766			9.5"x4.6"	21	Sanskrit	Devanagari	Complete.	
SDPB0127	Vedic Literature	सूर्यपाठ							9"x4.8"	6	Sanskrit	Devanagari	Complete.	
SDPB0128	Dharmashastra	गर्भाधानादिसीमन्तोन्नयन		करुणाशङ्कर					8.1"x4.6"	11	Sanskrit	Devanagari	Complete.	
SDPB0129	Dharmashastra	गर्भाधानादिसीमन्तोन्नयन		रामजी शङ्कर		V.S. 1795			9"x5"	11	Sanskrit	Devanagari	Incomplete. Folios 1,2 and 3 missing. Begins abruptly. See manuscript no. 128.	
SDPB0130	Dharmashastra	गर्भाधानादिसीमन्तोन्नयन							8.8"x4.4"	5	Sanskrit	Devanagari	Incomplete. 1st folio missing. Begins abruptly. See manuscript no. 128.	
SDPB0131	Dharmashastra	विवाहपद्धति		करुणाशङ्कर		V.S. 1806			8.9"x4.9"	13	Sanskrit	Devanagari	Complete.	
SDPB0132	Vedic Literature	स्वस्तिवाचन		आनन्दराम दवे		V.S. 1814			7.7"x4.5"	5	Sanskrit	Devanagari	Complete.	
SDPB0133	Philology	निरुक्त (७,८ अध्याय)	यास्क						8.3"x4.7"	31	Sanskrit	Devanagari	Incomplete. Begins from 7th अध्याय and ends abruptly after completing 8th one.	
SDPB0134	Tantra Ritual	a. भूतशुद्धिप्राणप्रतिष्ठा, b1. आसुरीमन्त्र, b2. नवार्णवमन्त्र, b3. सप्तशतिकसेवनमालामन्त्र				V.S. 1919			7.5"x4.5"	19	Sanskrit	Devanagari	Incomplete. Folios 1,2,3,24 are missing. Begins abruptly.	
SDPB0135	Ritual	दिक्पालपूजा				V.S. 1814			7.7"x4.5"	4	Sanskrit	Devanagari	Complete.	
SDPB0136	Ritual	दिक्पालपूजा		दवे आनन्दराम		V.S. 1814			7.7"x4.5"	9	Sanskrit	Devanagari	Complete. See manuscript no. 135.	
SDPB0137	Ritual	कूप्रप्रतिष्ठा				V.S. 1774			9"x5"	5	Sanskrit	Devanagari	Complete. According to शौनक.	
SDPB0138	Dharmashastra	कर्मसमुच्चयग्रन्थ		विश्वनाथ द्विवेदी		V.S. 1907			9.1"x4.1" (1st folio 8.5"x4.8")	80	Sanskrit	Devanagari	Incomplete. Folios 1 and 49-54 are missing.	
SDPB0139	Dharmashastra	विवाहपद्धति, मण्डपमुहूर्त							8.9"x4.8"	8	Sanskrit	Devanagari	Complete.	
SDPB0140	Dharmashastra	वृद्धिश्राद्ध		दिनमणिशङ्कर		V.S. 1878			9.6"x5.6"	14	Sanskrit	Devanagari	Complete.	
SDPB0141	Dharmashastra	यज्ञोपवीत (उपनयन) विधि							9.2"x5.2"	4	Sanskrit	Devanagari	Complete.	
SDPB0142	Dharmashastra	उपनयनकर्म		गणेश वासुदेव		V.S. 1748			8.3"x4.8"	19	Sanskrit	Devanagari	Incomplete. Folios  4, 5 and 6 are missing.	
SDPB0143	Dharmashastra	पञ्चकविधान							7.9"4.5"	9	Sanskrit	Devanagari	Incomplete. Folio number 7 is missing.	
SDPB0144	Dharmashastra	पुत्तलविधि		सदाशिव श्रीकृष्ण					9"x5"	7	Sanskrit	Devanagari	Complete.	
SDPB0145	Tantra Ritual	शिवलिङ्गप्रतिष्ठाविधि	नारायण भट्ट			V.S. 1743			9.5"x5.3"	6	Sanskrit	Devanagari	Complete.	लेषक seems an odd name. It may be depicting that लेखक had written this work on this date.
SDPB0146	Dharmashastra	शान्तिविधि							9.7"x5.2"	35	Sanskrit	Devanagari	Incomplete. Folios  2 to 7 are missing.	
SDPB0147	Dharmashastra	गृह्यकर्म		नारायण		V.S. 1685			8.5"x5"	8	Sanskrit	Devanagari	Complete.	
SDPB0148	Dharmashastra	गृह्यकर्म							10"x3"	23	Sanskrit	Devanagari	Incomplete. Ends abruptly.	
SDPB0149	Dharmashastra	आश्लेषाविधान							6.5"x5"	6	Sanskrit	Devanagari	Complete.	
SDPB0150	Dharmashastra	आश्लेषाविधान							8.5"x4.8"	5	Sanskrit	Devanagari	Complete.	
SDPB0151	Grammar	प्रौढमनोरमा लघुशब्दरत्न	हरि दीक्षित						9.3"x4.3"	104	Sanskrit	Devanagari	Complete upto कारक.	
